,date,category,sales,quantity,profit,region
537,2021-06-21,Clothing,895.22,18,51.04,South
538,2021-06-22,Electronics,750.4,15,210.22,South
539,2021-06-23,Clothing,883.46,9,162.87,East
540,2021-06-24,Clothing,166.73,14,14.69,East
541,2021-06-25,Electronics,991.8,13,246.87,North
542,2021-06-26,Furniture,156.68,14,40.87,West
543,2021-06-27,Clothing,897.58,18,131.54,North
544,2021-06-28,Furniture,229.22,18,20.65,East
545,2021-06-29,Clothing,783.99,3,148.47,North
546,2021-06-30,Grocery,948.06,16,157.87,South
547,2021-07-01,Grocery,375.95,12,77.02,South
548,2021-07-02,Grocery,321.46,8,59.1,East
549,2021-07-03,Electronics,617.52,11,69.26,North
550,2021-07-04,Clothing,199.44,16,50.16,South
551,2021-07-05,Furniture,468.25,13,78.71,West
552,2021-07-06,Electronics,370.0,13,19.48,East
553,2021-07-07,Grocery,103.73,10,6.6,West
554,2021-07-08,Electronics,176.59,19,23.34,West
555,2021-07-09,Electronics,736.19,6,207.46,West
556,2021-07-10,Furniture,448.39,13,30.34,South
557,2021-07-11,Grocery,546.54,4,82.52,East
558,2021-07-12,Clothing,521.24,4,73.71,West
559,2021-07-13,Clothing,103.61,11,30.38,South
560,2021-07-14,Grocery,224.05,1,14.17,East
561,2021-07-15,Electronics,549.15,5,103.43,South
562,2021-07-16,Furniture,102.48,14,29.46,North
563,2021-07-17,Grocery,582.68,18,143.8,South
564,2021-07-18,Furniture,609.37,14,123.83,North
565,2021-07-19,Grocery,955.6,5,268.53,West
566,2021-07-20,Grocery,255.6,6,43.24,North
567,2021-07-21,Electronics,142.64,8,12.77,South
568,2021-07-22,Electronics,978.37,7,208.95,West
569,2021-07-23,Clothing,689.75,14,92.57,North
570,2021-07-24,Grocery,888.15,18,206.49,North
571,2021-07-25,Furniture,659.7,17,173.66,South
572,2021-07-26,Grocery,646.81,15,189.73,South
573,2021-07-27,Clothing,270.09,7,44.82,South
574,2021-07-28,Furniture,688.48,19,180.57,South
575,2021-07-29,Grocery,320.49,18,18.27,South
576,2021-07-30,Furniture,846.79,12,110.62,South
577,2021-07-31,Furniture,150.62,9,10.01,South
578,2021-08-01,Electronics,280.72,8,82.08,East
579,2021-08-02,Clothing,775.84,10,231.13,North
580,2021-08-03,Grocery,319.53,11,73.35,East
581,2021-08-04,Grocery,752.84,4,123.73,North
582,2021-08-05,Grocery,409.25,7,98.72,North
583,2021-08-06,Electronics,711.92,15,186.5,West
584,2021-08-07,Grocery,734.45,3,111.87,West
585,2021-08-08,Electronics,436.99,10,96.51,East
586,2021-08-09,Clothing,620.11,12,83.38,East
587,2021-08-10,Clothing,741.8,1,73.96,West
588,2021-08-11,Grocery,434.76,16,58.36,West
589,2021-08-12,Electronics,151.52,7,44.03,South
590,2021-08-13,Furniture,620.92,19,63.55,South
591,2021-08-14,Electronics,941.55,1,117.94,North
592,2021-08-15,Grocery,406.24,10,20.77,East
593,2021-08-16,Electronics,761.31,1,166.3,North
594,2021-08-17,Furniture,911.95,7,156.78,North
595,2021-08-18,Furniture,860.43,3,219.66,South
596,2021-08-19,Electronics,698.19,15,62.36,North
597,2021-08-20,Furniture,108.23,7,13.38,South
598,2021-08-21,Electronics,598.43,14,169.56,East
599,2021-08-22,Electronics,507.28,8,40.84,East
600,2021-08-23,Electronics,108.98,11,22.61,East
601,2021-08-24,Electronics,180.65,7,9.58,East
602,2021-08-25,Furniture,809.67,3,160.59,West
603,2021-08-26,Clothing,887.12,3,204.25,West
604,2021-08-27,Furniture,571.96,18,45.97,North
605,2021-08-28,Electronics,421.59,18,95.52,South
606,2021-08-29,Grocery,644.03,10,125.98,East
607,2021-08-30,Clothing,207.33,17,49.67,North
608,2021-08-31,Grocery,985.2,2,294.15,South
609,2021-09-01,Furniture,861.96,3,137.71,North
610,2021-09-02,Grocery,712.45,17,46.09,South
611,2021-09-03,Furniture,614.87,13,35.6,North
612,2021-09-04,Electronics,427.92,12,92.53,West
613,2021-09-05,Electronics,574.75,3,163.32,East
614,2021-09-06,Electronics,212.45,15,23.24,North
615,2021-09-07,Electronics,141.21,18,21.55,East
616,2021-09-08,Furniture,647.22,6,72.91,South
617,2021-09-09,Grocery,734.68,7,38.49,East
618,2021-09-10,Furniture,659.07,11,174.29,East
619,2021-09-11,Electronics,848.74,6,108.87,North
620,2021-09-12,Grocery,448.38,15,40.37,West
621,2021-09-13,Grocery,540.13,6,44.33,West
622,2021-09-14,Furniture,516.54,8,131.91,South
623,2021-09-15,Clothing,876.82,18,74.32,West
624,2021-09-16,Furniture,287.63,10,24.92,East
625,2021-09-17,Electronics,346.32,18,46.24,West
626,2021-09-18,Grocery,781.39,8,90.99,East
627,2021-09-19,Clothing,320.09,17,58.42,South
628,2021-09-20,Grocery,848.37,4,214.07,North
629,2021-09-21,Electronics,816.92,1,184.88,West
630,2021-09-22,Furniture,760.35,9,223.26,East
631,2021-09-23,Furniture,491.67,2,45.2,East
632,2021-09-24,Electronics,905.29,10,88.45,East
633,2021-09-25,Clothing,957.4,5,277.16,West
634,2021-09-26,Grocery,793.36,13,127.41,East
635,2021-09-27,Grocery,836.36,17,154.23,West
636,2021-09-28,Grocery,678.78,4,191.61,East
637,2021-09-29,Electronics,112.86,12,23.54,East
638,2021-09-30,Electronics,216.8,5,47.03,South
639,2021-10-01,Clothing,251.79,15,51.54,South
640,2021-10-02,Grocery,240.47,18,67.46,North
641,2021-10-03,Grocery,734.7,4,214.38,East
642,2021-10-04,Clothing,666.05,4,61.65,West
643,2021-10-05,Clothing,206.98,7,50.15,South
644,2021-10-06,Grocery,639.45,19,177.86,South
645,2021-10-07,Furniture,929.22,10,253.79,North
646,2021-10-08,Clothing,344.88,10,95.62,East
647,2021-10-09,Grocery,996.95,5,214.78,East
648,2021-10-10,Grocery,241.8,12,26.01,North
649,2021-10-11,Grocery,112.38,19,17.51,West
650,2021-10-12,Electronics,544.24,19,68.73,East
651,2021-10-13,Clothing,797.95,10,147.5,East
652,2021-10-14,Grocery,269.66,2,76.6,South
653,2021-10-15,Grocery,616.56,5,167.28,South
654,2021-10-16,Electronics,892.27,7,68.45,West
655,2021-10-17,Grocery,833.11,4,209.02,East
656,2021-10-18,Electronics,206.62,14,58.35,East
657,2021-10-19,Clothing,163.93,3,10.96,North
658,2021-10-20,Clothing,608.9,3,157.77,North
659,2021-10-21,Furniture,749.4,7,148.64,North
660,2021-10-22,Electronics,180.84,13,49.23,West
661,2021-10-23,Clothing,145.27,7,12.96,South
662,2021-10-24,Grocery,955.87,10,219.9,South
663,2021-10-25,Clothing,911.25,1,228.28,West
664,2021-10-26,Clothing,996.67,17,242.99,East
665,2021-10-27,Grocery,810.39,4,126.63,West
666,2021-10-28,Clothing,677.11,14,132.03,North
667,2021-10-29,Furniture,343.74,5,38.53,West
668,2021-10-30,Clothing,487.34,9,38.77,North
669,2021-10-31,Grocery,962.85,19,81.12,North
670,2021-11-01,Furniture,565.48,7,34.84,East
671,2021-11-02,Furniture,107.84,16,20.93,North
672,2021-11-03,Electronics,471.23,19,138.07,East
673,2021-11-04,Grocery,486.91,10,29.83,East
674,2021-11-05,Electronics,566.42,13,67.47,South
675,2021-11-06,Grocery,389.78,17,36.37,West
676,2021-11-07,Clothing,592.55,14,56.33,West
677,2021-11-08,Grocery,617.8,15,71.0,East
678,2021-11-09,Clothing,433.53,1,24.34,North
679,2021-11-10,Furniture,145.26,11,33.02,East
680,2021-11-11,Furniture,865.54,2,72.74,West
681,2021-11-12,Clothing,416.19,19,101.98,East
682,2021-11-13,Clothing,452.96,13,79.56,South
683,2021-11-14,Clothing,159.06,8,45.5,South
684,2021-11-15,Furniture,554.95,13,113.85,North
685,2021-11-16,Furniture,236.5,5,37.65,East
686,2021-11-17,Furniture,988.93,12,68.86,South
687,2021-11-18,Furniture,947.04,3,234.14,South
688,2021-11-19,Clothing,688.91,15,120.35,West
689,2021-11-20,Electronics,941.86,19,242.17,North
690,2021-11-21,Furniture,380.3,9,35.78,West
691,2021-11-22,Clothing,933.67,14,81.19,North
692,2021-11-23,Electronics,864.19,18,203.17,South
693,2021-11-24,Furniture,617.44,16,110.22,East
694,2021-11-25,Electronics,316.91,10,41.87,South
695,2021-11-26,Furniture,417.1,4,41.38,South
696,2021-11-27,Electronics,323.95,13,56.19,East
697,2021-11-28,Furniture,533.3,14,100.07,East
698,2021-11-29,Grocery,798.42,9,81.31,South
699,2021-11-30,Grocery,525.95,5,37.98,East
700,2021-12-01,Electronics,509.17,19,145.7,North
701,2021-12-02,Grocery,832.39,14,137.83,West
702,2021-12-03,Clothing,918.7,9,138.64,North
703,2021-12-04,Clothing,271.21,2,58.68,East
704,2021-12-05,Furniture,627.68,11,163.33,East
705,2021-12-06,Clothing,686.93,13,177.25,West
706,2021-12-07,Furniture,333.49,7,94.31,North
707,2021-12-08,Grocery,955.6,14,134.72,West
708,2021-12-09,Clothing,466.68,17,124.91,East
709,2021-12-10,Grocery,402.27,10,101.33,West
710,2021-12-11,Electronics,377.7,12,45.34,North
711,2021-12-12,Furniture,922.34,17,89.02,North
712,2021-12-13,Electronics,901.35,6,224.75,South
713,2021-12-14,Electronics,256.59,12,52.77,West
714,2021-12-15,Grocery,630.17,13,108.42,East
715,2021-12-16,Clothing,826.45,18,120.16,North
716,2021-12-17,Electronics,754.58,12,183.48,West
717,2021-12-18,Electronics,781.76,6,152.85,South
718,2021-12-19,Grocery,985.08,14,78.94,South
719,2021-12-20,Grocery,575.79,1,66.48,West
720,2021-12-21,Clothing,647.35,10,180.06,South
721,2021-12-22,Clothing,365.42,5,82.52,North
722,2021-12-23,Clothing,240.72,11,29.21,South
723,2021-12-24,Grocery,392.21,16,67.1,East
724,2021-12-25,Grocery,356.31,10,38.02,West
725,2021-12-26,Clothing,401.64,12,77.5,West
726,2021-12-27,Grocery,515.01,11,133.78,West
727,2021-12-28,Electronics,772.18,16,180.36,North
728,2021-12-29,Furniture,305.3,14,91.23,South
729,2021-12-30,Clothing,154.69,14,10.99,East
730,2021-12-31,Electronics,807.43,3,48.45,East
731,2022-01-01,Electronics,162.95,17,35.81,North
732,2022-01-02,Furniture,398.59,12,98.5,East
733,2022-01-03,Furniture,760.11,3,218.57,East
734,2022-01-04,Furniture,555.22,3,118.69,East
735,2022-01-05,Grocery,151.22,15,22.33,East
736,2022-01-06,Clothing,492.33,17,26.3,North
737,2022-01-07,Electronics,710.37,12,106.82,East
738,2022-01-08,Furniture,776.64,19,218.9,South
739,2022-01-09,Grocery,803.73,12,102.21,North
740,2022-01-10,Electronics,482.23,2,99.88,North
741,2022-01-11,Electronics,562.3,17,59.49,South
742,2022-01-12,Electronics,897.84,13,102.75,East
743,2022-01-13,Grocery,462.61,13,82.26,North
744,2022-01-14,Electronics,449.72,10,99.92,West
745,2022-01-15,Furniture,288.29,17,55.18,East
746,2022-01-16,Clothing,488.79,11,66.7,South
747,2022-01-17,Furniture,122.24,18,29.88,North
748,2022-01-18,Grocery,994.72,3,189.85,North
749,2022-01-19,Grocery,393.86,17,92.31,West
750,2022-01-20,Electronics,946.44,16,142.21,South
751,2022-01-21,Clothing,781.84,15,145.18,East
752,2022-01-22,Grocery,656.2,4,169.65,East
753,2022-01-23,Electronics,200.06,11,32.82,North
754,2022-01-24,Clothing,256.98,14,25.84,East
755,2022-01-25,Clothing,166.35,11,10.32,West
756,2022-01-26,Electronics,411.45,6,43.46,North
757,2022-01-27,Electronics,555.08,9,134.95,East
758,2022-01-28,Grocery,253.77,5,63.16,South
759,2022-01-29,Furniture,915.19,13,69.13,East
760,2022-01-30,Furniture,472.35,7,135.98,West
761,2022-01-31,Grocery,935.37,10,239.93,West
762,2022-02-01,Electronics,694.0,8,119.5,West
763,2022-02-02,Furniture,462.73,6,55.86,East
764,2022-02-03,Grocery,649.67,5,104.78,South
765,2022-02-04,Clothing,772.56,18,60.15,North
766,2022-02-05,Grocery,751.61,2,105.96,West
767,2022-02-06,Furniture,542.13,12,105.79,West
768,2022-02-07,Grocery,980.42,14,280.78,East
769,2022-02-08,Clothing,768.42,3,180.37,East
770,2022-02-09,Grocery,808.87,18,142.24,West
771,2022-02-10,Furniture,912.6,16,261.65,East
772,2022-02-11,Electronics,723.25,6,98.33,South
773,2022-02-12,Grocery,836.52,3,68.95,West
774,2022-02-13,Furniture,476.35,6,118.34,South
775,2022-02-14,Furniture,685.26,8,110.25,East
776,2022-02-15,Electronics,177.42,12,39.51,East
777,2022-02-16,Furniture,843.0,9,180.64,East
778,2022-02-17,Electronics,195.36,2,30.33,North
779,2022-02-18,Clothing,277.87,2,56.46,South
780,2022-02-19,Furniture,698.31,2,76.97,East
781,2022-02-20,Electronics,517.79,18,112.53,East
782,2022-02-21,Clothing,920.9,6,64.14,South
783,2022-02-22,Grocery,583.12,9,47.31,West
784,2022-02-23,Clothing,197.75,11,50.9,West
785,2022-02-24,Furniture,432.51,13,97.94,West
786,2022-02-25,Clothing,797.05,7,46.48,East
787,2022-02-26,Clothing,106.4,18,7.62,South
788,2022-02-27,Clothing,610.26,6,159.21,East
789,2022-02-28,Grocery,342.39,10,81.06,South
790,2022-03-01,Grocery,230.11,5,68.42,West
791,2022-03-02,Clothing,584.07,15,129.47,West
792,2022-03-03,Clothing,194.89,3,21.61,South
793,2022-03-04,Furniture,178.99,3,46.17,West
794,2022-03-05,Grocery,113.61,3,12.67,West
795,2022-03-06,Furniture,688.9,15,121.93,East
796,2022-03-07,Clothing,578.76,4,89.1,East
797,2022-03-08,Furniture,253.74,11,32.92,East
798,2022-03-09,Furniture,356.71,9,59.15,West
799,2022-03-10,Electronics,467.63,8,116.68,East
800,2022-03-11,Grocery,261.97,10,20.97,West
801,2022-03-12,Electronics,904.05,17,74.33,South
802,2022-03-13,Clothing,942.13,17,178.98,North
803,2022-03-14,Clothing,762.56,19,160.05,South
804,2022-03-15,Grocery,450.81,6,76.14,West
805,2022-03-16,Grocery,743.64,14,222.99,West
806,2022-03-17,Clothing,202.62,11,22.49,North
807,2022-03-18,Furniture,489.99,15,95.09,North
808,2022-03-19,Electronics,277.49,12,69.18,South
809,2022-03-20,Electronics,582.45,1,149.41,West
810,2022-03-21,Furniture,400.33,17,93.6,North
811,2022-03-22,Electronics,539.64,8,97.25,North
812,2022-03-23,Grocery,255.62,17,61.3,West
813,2022-03-24,Grocery,507.47,2,71.24,South
814,2022-03-25,Grocery,700.82,19,132.61,North
815,2022-03-26,Furniture,984.29,10,210.62,West
816,2022-03-27,Grocery,976.31,10,246.34,East
817,2022-03-28,Electronics,401.13,17,55.2,East
818,2022-03-29,Grocery,691.93,5,135.86,North
819,2022-03-30,Grocery,860.21,9,62.09,East
820,2022-03-31,Clothing,453.92,13,131.22,North
821,2022-04-01,Electronics,533.27,13,71.88,East
822,2022-04-02,Furniture,923.13,17,261.38,East
823,2022-04-03,Grocery,349.22,2,47.46,North
824,2022-04-04,Grocery,519.69,10,131.72,West
825,2022-04-05,Clothing,447.89,18,80.8,North
826,2022-04-06,Clothing,801.25,9,208.99,South
827,2022-04-07,Grocery,710.94,19,50.97,North
828,2022-04-08,Clothing,860.45,18,153.74,West
829,2022-04-09,Clothing,942.01,2,68.12,South
830,2022-04-10,Furniture,740.39,19,219.58,East
831,2022-04-11,Clothing,362.99,17,101.76,North
832,2022-04-12,Clothing,213.39,13,28.97,South
833,2022-04-13,Electronics,323.54,12,88.17,West
834,2022-04-14,Grocery,510.37,11,100.07,North
835,2022-04-15,Furniture,511.94,19,151.69,West
836,2022-04-16,Clothing,938.5,17,228.39,North
837,2022-04-17,Grocery,258.76,9,57.67,North
838,2022-04-18,Furniture,965.01,10,222.6,North
839,2022-04-19,Grocery,998.39,5,130.84,East
840,2022-04-20,Furniture,907.83,8,236.74,South
841,2022-04-21,Electronics,902.89,15,245.92,North
842,2022-04-22,Electronics,296.37,8,80.85,East
843,2022-04-23,Clothing,255.81,18,60.6,North
844,2022-04-24,Furniture,568.87,15,82.82,North
845,2022-04-25,Furniture,541.71,9,77.76,West
846,2022-04-26,Clothing,177.02,6,28.53,North
847,2022-04-27,Grocery,620.97,18,31.31,South
848,2022-04-28,Furniture,830.71,3,90.18,East
849,2022-04-29,Grocery,768.27,18,203.04,West
850,2022-04-30,Electronics,228.64,3,17.09,South
851,2022-05-01,Electronics,782.84,9,130.73,North
852,2022-05-02,Grocery,280.44,18,65.89,East
853,2022-05-03,Grocery,956.57,4,123.45,North
854,2022-05-04,Grocery,172.32,16,44.45,East
855,2022-05-05,Electronics,238.3,3,27.31,South
856,2022-05-06,Furniture,784.9,7,92.93,East
857,2022-05-07,Grocery,709.58,16,113.79,West
858,2022-05-08,Furniture,707.84,5,210.4,West
859,2022-05-09,Electronics,289.24,10,36.21,North
860,2022-05-10,Electronics,710.55,6,98.94,East
861,2022-05-11,Furniture,255.98,8,28.18,West
862,2022-05-12,Electronics,837.94,16,233.37,North
863,2022-05-13,Electronics,914.41,1,167.27,East
864,2022-05-14,Clothing,569.77,5,44.67,North
865,2022-05-15,Grocery,356.62,13,45.7,West
866,2022-05-16,Clothing,897.18,4,123.89,East
867,2022-05-17,Grocery,376.34,19,22.17,North
868,2022-05-18,Clothing,849.31,1,90.84,South
869,2022-05-19,Furniture,101.41,16,25.99,North
870,2022-05-20,Electronics,567.29,1,144.38,West
871,2022-05-21,Electronics,991.53,7,52.2,East
872,2022-05-22,Electronics,874.72,12,259.45,South
873,2022-05-23,Grocery,532.4,15,53.21,East
874,2022-05-24,Grocery,431.5,3,89.47,West
875,2022-05-25,Furniture,626.53,12,78.82,North
876,2022-05-26,Furniture,914.25,2,213.61,North
877,2022-05-27,Electronics,717.81,13,102.36,East
878,2022-05-28,Grocery,400.92,14,89.04,West
879,2022-05-29,Grocery,518.8,3,144.33,North
880,2022-05-30,Electronics,503.85,17,86.78,South
881,2022-05-31,Grocery,462.67,15,103.41,North
882,2022-06-01,Furniture,919.56,15,245.07,South
883,2022-06-02,Clothing,256.99,1,39.95,North
884,2022-06-03,Electronics,475.0,13,74.41,South
885,2022-06-04,Electronics,521.45,11,75.4,South
886,2022-06-05,Grocery,282.48,13,78.02,South
887,2022-06-06,Electronics,321.67,13,48.81,South
888,2022-06-07,Furniture,888.75,9,232.99,North
889,2022-06-08,Electronics,820.24,18,202.6,South
890,2022-06-09,Grocery,314.29,13,68.31,North
891,2022-06-10,Furniture,477.22,18,91.62,West
892,2022-06-11,Furniture,859.14,9,124.69,North
893,2022-06-12,Clothing,781.32,13,157.6,West
894,2022-06-13,Electronics,206.54,18,45.75,North
895,2022-06-14,Electronics,829.62,3,172.22,West
896,2022-06-15,Electronics,557.2,7,117.09,South
897,2022-06-16,Grocery,482.74,17,28.51,South
898,2022-06-17,Electronics,530.59,11,50.59,North
899,2022-06-18,Electronics,552.21,9,131.87,North
900,2022-06-19,Grocery,751.05,9,152.3,South
901,2022-06-20,Clothing,843.12,12,60.17,South
902,2022-06-21,Clothing,122.02,3,10.02,North
903,2022-06-22,Furniture,986.11,17,172.85,North
904,2022-06-23,Clothing,543.87,18,89.87,East
905,2022-06-24,Grocery,591.77,14,81.43,North
906,2022-06-25,Electronics,915.67,12,226.27,West
907,2022-06-26,Grocery,143.64,11,16.77,East
908,2022-06-27,Electronics,738.96,15,169.51,West
909,2022-06-28,Electronics,159.86,17,31.05,East
910,2022-06-29,Grocery,901.1,9,255.67,West
911,2022-06-30,Grocery,915.43,3,117.77,West
912,2022-07-01,Furniture,128.13,10,9.17,North
913,2022-07-02,Clothing,254.96,7,42.14,South
914,2022-07-03,Grocery,668.09,19,105.74,East
915,2022-07-04,Furniture,325.87,3,38.41,North
916,2022-07-05,Furniture,827.29,11,77.09,South
917,2022-07-06,Electronics,977.21,10,106.19,East
918,2022-07-07,Clothing,241.33,7,31.25,East
919,2022-07-08,Grocery,424.57,11,102.16,East
920,2022-07-09,Grocery,696.18,10,167.03,West
921,2022-07-10,Grocery,569.77,16,84.04,South
922,2022-07-11,Electronics,764.92,7,48.2,South
923,2022-07-12,Electronics,751.29,5,52.08,West
924,2022-07-13,Furniture,304.81,18,90.88,West
925,2022-07-14,Grocery,552.45,6,144.81,East
926,2022-07-15,Electronics,987.65,10,283.17,South
927,2022-07-16,Furniture,301.25,18,18.15,North
928,2022-07-17,Electronics,817.24,11,148.93,North
929,2022-07-18,Clothing,866.18,2,77.34,North
930,2022-07-19,Clothing,325.19,1,62.66,East
931,2022-07-20,Electronics,726.21,3,164.48,South
932,2022-07-21,Electronics,823.35,14,104.69,North
933,2022-07-22,Furniture,147.74,16,13.92,North
934,2022-07-23,Clothing,555.68,5,159.17,East
935,2022-07-24,Furniture,756.43,5,185.16,North
936,2022-07-25,Furniture,122.92,11,23.25,North
937,2022-07-26,Grocery,367.26,11,76.16,South
938,2022-07-27,Clothing,888.2,6,200.52,North
939,2022-07-28,Electronics,760.47,1,135.0,West
940,2022-07-29,Clothing,979.62,15,56.03,South
941,2022-07-30,Electronics,368.67,14,73.95,West
942,2022-07-31,Electronics,776.11,13,69.39,West
943,2022-08-01,Electronics,777.97,7,188.92,North
944,2022-08-02,Furniture,750.67,4,204.03,South
945,2022-08-03,Clothing,774.53,12,66.15,South
946,2022-08-04,Furniture,635.14,15,152.95,East
947,2022-08-05,Grocery,352.88,9,68.62,North
948,2022-08-06,Electronics,855.73,14,184.13,South
949,2022-08-07,Furniture,544.17,6,46.04,West
950,2022-08-08,Furniture,553.75,4,40.34,North
951,2022-08-09,Electronics,527.24,6,58.24,West
952,2022-08-10,Grocery,237.2,8,58.15,South
953,2022-08-11,Furniture,736.24,8,120.1,South
954,2022-08-12,Grocery,591.59,6,47.53,South
955,2022-08-13,Clothing,520.08,19,79.79,South
956,2022-08-14,Clothing,224.77,9,28.24,West
957,2022-08-15,Electronics,439.41,13,62.15,East
958,2022-08-16,Furniture,128.81,14,35.31,South
959,2022-08-17,Grocery,817.05,6,190.41,South
960,2022-08-18,Furniture,944.75,19,182.54,West
961,2022-08-19,Grocery,255.9,19,51.98,North
962,2022-08-20,Grocery,439.12,15,114.54,North
963,2022-08-21,Clothing,885.88,3,167.18,West
964,2022-08-22,Electronics,951.46,4,129.58,West
965,2022-08-23,Clothing,941.68,9,127.08,West
966,2022-08-24,Grocery,172.71,1,44.68,West
967,2022-08-25,Electronics,385.45,13,96.0,West
968,2022-08-26,Electronics,240.53,1,54.96,East
969,2022-08-27,Furniture,506.31,1,83.63,North
970,2022-08-28,Grocery,389.35,4,51.94,South
971,2022-08-29,Furniture,806.06,14,206.77,South
972,2022-08-30,Furniture,116.78,1,27.03,East
973,2022-08-31,Furniture,124.02,15,23.99,West
974,2022-09-01,Electronics,747.76,16,122.26,East
975,2022-09-02,Electronics,620.65,17,145.01,West
976,2022-09-03,Electronics,539.05,3,110.04,West
977,2022-09-04,Grocery,397.66,18,55.62,West
978,2022-09-05,Clothing,388.64,18,106.07,North
979,2022-09-06,Furniture,604.03,1,44.1,East
980,2022-09-07,Electronics,348.74,15,86.21,East
981,2022-09-08,Grocery,594.36,11,132.19,North
982,2022-09-09,Clothing,321.01,10,82.59,West
983,2022-09-10,Clothing,747.72,18,116.59,West
984,2022-09-11,Electronics,964.36,10,215.28,South
985,2022-09-12,Clothing,639.84,17,167.65,North
986,2022-09-13,Furniture,882.13,9,65.08,East
987,2022-09-14,Furniture,850.06,6,199.09,West
988,2022-09-15,Clothing,741.29,17,40.34,West
989,2022-09-16,Electronics,316.48,1,84.96,North
990,2022-09-17,Electronics,709.79,2,187.17,West
991,2022-09-18,Furniture,407.67,2,108.48,North
992,2022-09-19,Clothing,766.72,12,153.59,North
993,2022-09-20,Grocery,783.14,18,99.11,East
994,2022-09-21,Furniture,893.8,17,158.9,East
995,2022-09-22,Furniture,166.51,3,12.89,West
996,2022-09-23,Electronics,307.29,12,40.45,West
997,2022-09-24,Electronics,802.87,12,68.19,West
998,2022-09-25,Clothing,265.96,16,34.45,South
999,2022-09-26,Electronics,367.1,13,87.33,West
1000,2022-09-27,Grocery,899.32,9,140.23,North
1001,2022-09-28,Furniture,781.61,13,79.73,East
1002,2022-09-29,Grocery,632.18,7,53.72,West
1003,2022-09-30,Furniture,442.92,15,35.09,North
1004,2022-10-01,Grocery,189.44,11,55.84,East
1005,2022-10-02,Electronics,905.72,5,185.62,East
1006,2022-10-03,Grocery,882.47,2,253.66,East
1007,2022-10-04,Clothing,882.23,10,76.29,South
1008,2022-10-05,Electronics,680.48,12,137.44,South
1009,2022-10-06,Clothing,748.09,14,170.62,North
1010,2022-10-07,Clothing,937.72,1,51.07,West
1011,2022-10-08,Clothing,439.96,17,34.69,North
1012,2022-10-09,Grocery,845.21,9,237.56,West
1013,2022-10-10,Furniture,589.92,18,40.89,North
1014,2022-10-11,Clothing,175.49,10,30.98,South
1015,2022-10-12,Grocery,730.72,17,38.96,West
1016,2022-10-13,Electronics,871.54,2,202.26,East
1017,2022-10-14,Clothing,160.03,17,43.78,North
1018,2022-10-15,Electronics,677.66,18,200.38,North
1019,2022-10-16,Grocery,977.01,7,168.35,North
1020,2022-10-17,Electronics,882.73,5,76.37,West
1021,2022-10-18,Furniture,245.14,7,37.4,West
1022,2022-10-19,Grocery,303.28,18,19.03,East
1023,2022-10-20,Clothing,937.14,12,181.54,East
1024,2022-10-21,Clothing,994.39,3,209.53,North
1025,2022-10-22,Grocery,769.81,7,204.9,East
1026,2022-10-23,Electronics,172.78,8,50.08,North
1027,2022-10-24,Grocery,351.97,15,35.19,East
1028,2022-10-25,Grocery,512.75,13,137.2,North
1029,2022-10-26,Grocery,724.13,12,214.6,East
1030,2022-10-27,Clothing,632.73,11,160.07,East
1031,2022-10-28,Clothing,931.26,1,208.24,North
1032,2022-10-29,Clothing,150.91,3,44.28,West
1033,2022-10-30,Electronics,928.03,16,124.5,West
1034,2022-10-31,Electronics,875.88,7,81.05,South
1035,2022-11-01,Grocery,909.4,2,238.83,West
1036,2022-11-02,Clothing,625.0,13,163.42,North
1037,2022-11-03,Grocery,804.97,11,131.79,East
1038,2022-11-04,Grocery,928.59,8,48.96,South
1039,2022-11-05,Clothing,587.66,11,168.51,West
1040,2022-11-06,Clothing,195.67,18,14.91,South
1041,2022-11-07,Grocery,404.78,2,25.43,West
1042,2022-11-08,Clothing,980.96,2,207.05,West
1043,2022-11-09,Electronics,643.57,19,95.73,South
1044,2022-11-10,Furniture,883.56,2,110.66,South
1045,2022-11-11,Furniture,355.17,6,51.85,North
1046,2022-11-12,Grocery,541.53,6,33.18,North
1047,2022-11-13,Clothing,672.42,5,155.71,North
1048,2022-11-14,Grocery,287.99,17,63.13,North
1049,2022-11-15,Grocery,614.39,2,142.33,West
1050,2022-11-16,Electronics,983.52,11,247.58,West
1051,2022-11-17,Electronics,415.3,14,91.68,North
1052,2022-11-18,Furniture,288.26,13,75.52,North
1053,2022-11-19,Furniture,687.99,9,85.82,South
1054,2022-11-20,Grocery,641.15,19,191.51,South
1055,2022-11-21,Grocery,180.96,3,29.12,West
1056,2022-11-22,Grocery,383.9,5,81.64,South
1057,2022-11-23,Clothing,560.16,8,151.32,South
1058,2022-11-24,Electronics,708.16,2,198.3,South
1059,2022-11-25,Furniture,503.54,6,137.12,East
1060,2022-11-26,Grocery,779.87,4,77.01,West
1061,2022-11-27,Grocery,885.58,19,136.54,South
1062,2022-11-28,Grocery,687.94,14,63.74,South
1063,2022-11-29,Electronics,608.35,9,117.39,East
1064,2022-11-30,Clothing,372.41,10,75.48,South
1065,2022-12-01,Clothing,609.26,6,41.02,South
1066,2022-12-02,Grocery,858.1,2,248.31,West
1067,2022-12-03,Electronics,933.63,12,198.66,East
1068,2022-12-04,Clothing,390.05,15,24.04,North
1069,2022-12-05,Grocery,203.21,1,31.86,North
1070,2022-12-06,Furniture,131.51,1,24.96,West
1071,2022-12-07,Electronics,126.76,15,31.5,South
