date,category,sales,quantity,profit,region
2021-06-22,Groceries,716.78,1.0,246.22,Central
2021-06-23,Home Decor,792.26,13.0,-1.55,
2021-06-24,Groceries,,13.0,291.15,North
2021-06-25,Groceries,46.58,10.0,291.45,West
2021-06-26,,462.27,11.0,227.93,East
2021-06-27,Groceries,231.68,9.0,78.09,Central
2021-06-28,Furniture,433.19,13.0,29.57,North
2021-06-29,Clothing,533.95,7.0,273.16,West
2021-06-30,Electronics,596.15,7.0,-75.09,East
2021-07-01,Furniture,56.74,4.0,274.31,
2021-07-02,Groceries,748.21,13.0,49.22,Central
2021-07-03,Groceries,573.91,11.0,134.0,
2021-07-04,Furniture,948.63,8.0,9.04,Central
2021-07-05,Furniture,412.36,2.0,,North
2021-07-06,Home Decor,482.53,14.0,331.81,South
2021-07-07,Groceries,675.67,6.0,135.18,
2021-07-08,Furniture,177.31,8.0,12.52,West
2021-07-09,Home Decor,196.94,13.0,182.4,West
2021-07-10,Electronics,562.07,13.0,340.85,South
2021-07-11,,129.3,11.0,332.25,Central
2021-07-12,Groceries,513.58,12.0,263.12,Central
2021-07-13,Electronics,907.58,8.0,-21.11,West
2021-07-14,Furniture,959.61,10.0,274.43,South
2021-07-15,Clothing,418.29,13.0,165.85,North
2021-07-16,,115.28,13.0,221.93,
2021-07-17,Furniture,458.4,8.0,179.77,East
2021-07-18,Electronics,396.78,8.0,-40.43,East
2021-07-19,Electronics,983.68,12.0,169.96,South
2021-07-20,,24.12,2.0,-48.93,North
2021-07-21,Furniture,244.93,8.0,-61.26,South
2021-07-22,Furniture,,5.0,-66.79,East
2021-07-23,Electronics,789.5,11.0,320.11,West
2021-07-24,Clothing,573.7,5.0,281.02,South
2021-07-25,Clothing,873.64,,372.53,North
2021-07-26,Clothing,779.05,1.0,,Central
2021-07-27,Clothing,449.49,9.0,-91.88,South
2021-07-28,Home Decor,661.81,5.0,87.13,East
2021-07-29,Home Decor,,1.0,-87.63,East
2021-07-30,Home Decor,745.98,7.0,297.62,West
2021-07-31,Clothing,784.17,,,Central
2021-08-01,Groceries,473.45,12.0,-3.86,East
2021-08-02,Clothing,835.59,2.0,-11.9,North
2021-08-03,Furniture,315.7,4.0,-52.7,North
2021-08-04,Furniture,689.91,8.0,181.51,East
2021-08-05,Home Decor,415.29,12.0,134.12,Central
2021-08-06,Groceries,383.67,1.0,183.52,North
2021-08-07,Furniture,683.46,13.0,373.3,
2021-08-08,Home Decor,951.13,14.0,319.72,East
2021-08-09,Home Decor,819.47,5.0,311.04,North
2021-08-10,Home Decor,211.55,11.0,296.48,West
2021-08-11,Clothing,135.96,,139.99,North
2021-08-12,,415.4,3.0,237.53,Central
2021-08-13,Furniture,788.57,1.0,280.95,Central
2021-08-14,Electronics,688.05,12.0,87.42,North
2021-08-15,,295.19,12.0,117.49,
2021-08-16,,652.56,7.0,9.27,North
2021-08-17,Electronics,194.61,10.0,126.08,South
2021-08-18,Clothing,789.89,5.0,56.98,North
2021-08-19,Electronics,344.94,11.0,267.82,West
2021-08-20,Electronics,445.1,4.0,-8.19,West
2021-08-21,Electronics,149.33,7.0,111.1,North
2021-08-22,Furniture,357.35,4.0,-27.46,Central
2021-08-23,Electronics,,1.0,263.11,East
2021-08-24,Groceries,371.07,11.0,6.54,Central
2021-08-25,Groceries,22.62,6.0,347.05,
2021-08-26,Clothing,492.42,3.0,300.76,North
2021-08-27,Furniture,216.39,12.0,,South
2021-08-28,Home Decor,770.96,4.0,62.09,South
2021-08-29,Groceries,751.3,1.0,7.48,Central
2021-08-30,Groceries,135.34,14.0,64.44,Central
2021-08-31,Furniture,253.73,12.0,388.98,Central
2021-09-01,Home Decor,595.24,8.0,379.69,West
2021-09-02,Furniture,659.29,11.0,237.79,South
2021-09-03,Home Decor,361.62,3.0,213.56,South
2021-09-04,Furniture,415.84,6.0,205.91,South
2021-09-05,Groceries,104.5,7.0,70.54,South
2021-09-06,Furniture,128.75,7.0,361.81,East
2021-09-07,,402.85,11.0,136.48,North
2021-09-08,Home Decor,635.65,6.0,388.66,North
2021-09-09,Clothing,794.14,6.0,191.5,East
2021-09-10,Furniture,953.83,10.0,128.84,North
2021-09-11,Electronics,850.76,1.0,268.9,Central
2021-09-12,Groceries,229.85,11.0,213.09,South
2021-09-13,Home Decor,647.42,,31.05,West
2021-09-14,Groceries,916.21,3.0,302.31,West
2021-09-15,Groceries,108.48,3.0,180.43,
2021-09-16,Clothing,490.62,12.0,286.93,West
2021-09-17,Groceries,404.93,6.0,304.74,South
2021-09-18,Furniture,898.64,14.0,,Central
2021-09-19,Electronics,191.28,7.0,278.0,North
2021-09-20,Groceries,,2.0,288.88,Central
2021-09-21,Groceries,,6.0,249.69,West
2021-09-22,Home Decor,543.63,6.0,179.9,East
2021-09-23,Groceries,108.27,,347.08,South
2021-09-24,Furniture,943.93,9.0,202.04,South
2021-09-25,Home Decor,813.73,9.0,17.81,West
2021-09-26,Groceries,857.94,9.0,312.83,West
2021-09-27,Groceries,756.64,9.0,360.96,North
2021-09-28,Groceries,11.61,5.0,178.44,East
2021-09-29,Furniture,170.22,11.0,348.53,South
2021-09-30,Furniture,508.72,12.0,-22.2,Central
2021-10-01,Clothing,519.05,3.0,320.96,North
2021-10-02,,904.55,6.0,-20.39,Central
2021-10-03,Groceries,232.33,,281.1,East
2021-10-04,Clothing,536.22,11.0,37.03,East
2021-10-05,Furniture,265.95,5.0,242.91,Central
2021-10-06,Electronics,703.92,,177.68,East
2021-10-07,Furniture,914.54,12.0,315.57,West
2021-10-08,Furniture,380.25,12.0,86.72,South
2021-10-09,Groceries,87.73,14.0,116.92,Central
2021-10-10,Electronics,280.74,14.0,177.05,North
2021-10-11,Groceries,186.37,3.0,208.24,East
2021-10-12,Electronics,351.53,11.0,-94.56,East
2021-10-13,Home Decor,540.07,1.0,-3.85,North
2021-10-14,Clothing,43.05,3.0,177.04,Central
2021-10-15,Home Decor,998.43,3.0,171.51,North
2021-10-16,Home Decor,412.96,10.0,397.16,West
2021-10-17,Clothing,350.64,13.0,,Central
2021-10-18,Electronics,,6.0,39.23,West
2021-10-19,Home Decor,511.47,9.0,73.36,North
2021-10-20,Clothing,302.21,2.0,178.48,Central
2021-10-21,Groceries,952.07,11.0,-2.32,South
2021-10-22,Home Decor,581.65,10.0,,East
2021-10-23,Home Decor,416.99,8.0,258.65,East
2021-10-24,Furniture,34.22,8.0,-23.0,Central
2021-10-25,Furniture,150.9,3.0,385.24,East
2021-10-26,Clothing,371.02,12.0,-49.87,West
2021-10-27,Furniture,91.44,14.0,284.11,East
2021-10-28,Clothing,734.85,9.0,361.47,Central
2021-10-29,Electronics,980.04,13.0,-25.85,East
2021-10-30,Furniture,874.19,,216.8,Central
2021-10-31,Clothing,923.32,11.0,226.19,North
2021-11-01,Electronics,863.17,9.0,-5.55,Central
2021-11-02,Groceries,622.06,8.0,355.3,Central
2021-11-03,Clothing,173.77,10.0,224.13,North
2021-11-04,Furniture,580.21,12.0,101.49,West
2021-11-05,Groceries,,3.0,228.03,Central
2021-11-06,Home Decor,627.24,7.0,176.9,West
2021-11-07,Groceries,489.68,3.0,105.58,East
2021-11-08,Furniture,132.08,7.0,374.98,West
2021-11-09,Electronics,255.9,2.0,197.87,Central
2021-11-10,Furniture,,14.0,106.69,West
2021-11-11,Clothing,59.17,8.0,10.28,West
2021-11-12,Home Decor,954.32,13.0,-49.09,North
2021-11-13,Home Decor,868.8,8.0,121.95,North
2021-11-14,Groceries,989.59,7.0,-51.37,West
2021-11-15,Clothing,429.67,3.0,-57.67,East
2021-11-16,Furniture,548.82,4.0,311.04,North
2021-11-17,Home Decor,689.1,7.0,330.85,West
2021-11-18,Home Decor,687.8,1.0,128.36,East
2021-11-19,Home Decor,253.56,,177.95,West
2021-11-20,Electronics,671.32,14.0,81.28,East
2021-11-21,Groceries,995.04,6.0,36.2,East
2021-11-22,Electronics,69.22,9.0,-17.02,Central
2021-11-23,Furniture,252.4,9.0,-35.63,West
2021-11-24,Furniture,393.48,8.0,316.01,East
2021-11-25,Clothing,196.37,6.0,-6.17,South
2021-11-26,Electronics,11.71,13.0,217.03,North
2021-11-27,Groceries,22.54,11.0,382.16,West
2021-11-28,Home Decor,298.63,5.0,-97.61,North
2021-11-29,Electronics,591.52,2.0,9.37,North
2021-11-30,Furniture,366.52,3.0,168.22,North
2021-12-01,Home Decor,950.95,12.0,171.81,East
2021-12-02,Clothing,88.24,2.0,353.37,South
2021-12-03,Clothing,362.41,8.0,235.47,West
2021-12-04,Home Decor,464.38,7.0,96.85,Central
2021-12-05,Furniture,228.76,14.0,21.13,Central
2021-12-06,Furniture,608.81,8.0,267.31,South
2021-12-07,Home Decor,165.67,5.0,296.53,West
2021-12-08,Home Decor,917.16,8.0,276.08,Central
2021-12-09,Electronics,944.57,3.0,152.6,East
2021-12-10,,648.73,4.0,107.98,West
2021-12-11,Groceries,528.82,4.0,236.83,East
2021-12-12,Furniture,24.55,9.0,-58.41,North
2021-12-13,Furniture,962.39,5.0,7.28,North
2021-12-14,Clothing,620.02,5.0,,North
2021-12-15,Home Decor,361.73,2.0,382.5,East
2021-12-16,Home Decor,596.91,3.0,41.2,West
2021-12-17,Home Decor,100.37,3.0,197.91,Central
2021-12-18,Furniture,910.39,12.0,272.24,South
2021-12-19,Electronics,196.91,10.0,131.98,West
2021-12-20,Groceries,347.65,12.0,196.35,West
2021-12-21,Electronics,85.64,2.0,-17.68,North
2021-12-22,Home Decor,476.21,10.0,-66.62,South
2021-12-23,Home Decor,664.13,3.0,-71.32,East
2021-12-24,Clothing,646.42,6.0,289.04,
2021-12-25,Groceries,452.06,3.0,-34.8,South
2021-12-26,Electronics,437.32,7.0,399.96,West
2021-12-27,Electronics,558.6,7.0,-65.16,East
2021-12-28,Home Decor,48.3,4.0,167.58,East
2021-12-29,Clothing,629.89,14.0,-2.71,North
2021-12-30,Electronics,912.86,10.0,142.46,East
2021-12-31,Groceries,59.26,6.0,46.22,North
2022-01-01,Clothing,114.0,14.0,141.87,South
2022-01-02,Groceries,628.17,9.0,67.86,West
2022-01-03,Groceries,390.94,1.0,,South
2022-01-04,Electronics,784.56,7.0,397.76,South
2022-01-05,Clothing,613.03,9.0,84.47,North
2022-01-06,,416.82,10.0,85.28,North
2022-01-07,Groceries,319.48,3.0,352.23,East
2022-01-08,Home Decor,536.52,2.0,172.21,West
2022-01-09,Home Decor,959.06,9.0,277.07,South
2022-01-10,,931.69,2.0,323.18,South
2022-01-11,Electronics,190.65,6.0,-32.76,East
2022-01-12,Groceries,354.53,9.0,394.51,West
2022-01-13,Electronics,445.17,5.0,323.86,North
2022-01-14,Home Decor,89.82,8.0,56.25,East
2022-01-15,Electronics,978.14,10.0,79.36,North
2022-01-16,Electronics,397.82,3.0,-58.4,Central
2022-01-17,Furniture,263.92,7.0,,South
2022-01-18,Electronics,109.31,8.0,15.25,South
2022-01-19,Home Decor,360.75,10.0,15.29,West
2022-01-20,Clothing,509.01,7.0,47.13,West
2022-01-21,Home Decor,76.53,12.0,207.48,
2022-01-22,Clothing,558.98,6.0,262.11,North
2022-01-23,Home Decor,198.52,8.0,,West
2022-01-24,Groceries,61.27,11.0,57.07,West
2022-01-25,Furniture,527.39,6.0,29.69,West
2022-01-26,Home Decor,440.77,14.0,364.82,West
2022-01-27,Clothing,35.99,7.0,-6.03,South
2022-01-28,Electronics,388.1,13.0,,North
2022-01-29,Clothing,68.68,8.0,249.21,South
2022-01-30,Furniture,983.45,12.0,376.43,North
2022-01-31,Groceries,,12.0,-21.56,North
2022-02-01,Electronics,634.25,13.0,165.98,Central
2022-02-02,Groceries,487.46,2.0,13.55,West
2022-02-03,,866.21,10.0,21.81,East
2022-02-04,Groceries,875.66,4.0,-72.03,West
2022-02-05,Clothing,421.37,10.0,-70.15,East
2022-02-06,Electronics,109.56,2.0,-62.24,North
2022-02-07,Groceries,801.77,6.0,330.34,North
2022-02-08,Groceries,365.91,1.0,372.82,Central
2022-02-09,Clothing,338.35,8.0,19.96,Central
2022-02-10,Clothing,45.68,1.0,-66.34,
2022-02-11,Clothing,741.1,12.0,399.1,North
2022-02-12,Clothing,74.37,5.0,198.82,West
2022-02-13,Electronics,462.38,,-31.23,South
2022-02-14,Furniture,122.08,13.0,209.84,East
2022-02-15,Furniture,592.4,10.0,226.98,North
2022-02-16,Clothing,619.04,8.0,143.46,West
2022-02-17,Furniture,934.02,12.0,-62.79,North
2022-02-18,Groceries,948.3,13.0,7.02,East
2022-02-19,Home Decor,696.81,12.0,74.23,North
2022-02-20,Furniture,,1.0,254.18,East
2022-02-21,Furniture,993.31,6.0,-44.08,West
2022-02-22,Groceries,,14.0,-66.76,West
2022-02-23,Clothing,301.18,9.0,171.65,North
2022-02-24,Groceries,,1.0,49.51,South
2022-02-25,Electronics,784.19,,33.76,West
2022-02-26,Groceries,648.96,6.0,-64.53,Central
2022-02-27,,776.32,12.0,110.47,West
2022-02-28,Electronics,884.13,9.0,381.4,West
2022-03-01,Clothing,314.06,,106.18,Central
2022-03-02,Home Decor,27.91,13.0,241.57,West
2022-03-03,Clothing,930.5,5.0,198.15,Central
2022-03-04,Electronics,463.96,13.0,278.58,
2022-03-05,,377.52,4.0,56.5,South
2022-03-06,Electronics,94.01,8.0,386.53,West
2022-03-07,Groceries,869.66,1.0,147.28,East
2022-03-08,Clothing,290.45,3.0,330.69,East
2022-03-09,Clothing,808.66,1.0,383.81,East
2022-03-10,,459.2,6.0,143.36,South
2022-03-11,Home Decor,426.33,3.0,,Central
2022-03-12,Electronics,141.95,10.0,290.57,East
2022-03-13,Clothing,900.87,3.0,356.46,West
2022-03-14,Home Decor,,1.0,-37.23,Central
2022-03-15,Electronics,220.93,10.0,88.15,South
2022-03-16,Clothing,715.16,6.0,366.52,Central
2022-03-17,Furniture,863.99,14.0,223.72,East
2022-03-18,Home Decor,652.22,1.0,159.47,North
2022-03-19,Clothing,524.63,9.0,321.6,East
2022-03-20,Electronics,95.28,5.0,331.52,North
2022-03-21,Furniture,966.04,12.0,154.75,North
2022-03-22,Clothing,256.61,9.0,389.97,South
2022-03-23,Electronics,382.1,3.0,312.44,North
2022-03-24,Clothing,803.36,1.0,17.76,Central
2022-03-25,Groceries,724.4,5.0,305.43,West
2022-03-26,Clothing,129.25,5.0,80.02,East
2022-03-27,Groceries,546.19,6.0,53.94,East
2022-03-28,Clothing,35.36,4.0,318.15,West
2022-03-29,,757.22,7.0,365.27,Central
2022-03-30,Groceries,216.95,3.0,-39.73,
2022-03-31,Electronics,241.51,11.0,349.7,North
2022-04-01,Furniture,643.15,5.0,38.96,Central
2022-04-02,Home Decor,667.64,5.0,332.39,East
2022-04-03,Home Decor,694.21,5.0,231.51,North
2022-04-04,,,13.0,386.69,Central
2022-04-05,Electronics,728.68,8.0,190.3,North
2022-04-06,Furniture,74.3,11.0,266.05,South
2022-04-07,,697.3,12.0,381.48,East
2022-04-08,Groceries,70.18,12.0,309.1,East
2022-04-09,Groceries,348.91,14.0,313.95,East
2022-04-10,,918.75,7.0,291.12,East
2022-04-11,Electronics,344.02,8.0,-10.28,Central
2022-04-12,Furniture,997.42,5.0,51.43,
2022-04-13,Clothing,35.27,2.0,104.91,South
2022-04-14,Home Decor,844.92,10.0,-85.2,East
2022-04-15,Home Decor,12.69,2.0,285.88,North
2022-04-16,Groceries,947.72,7.0,363.94,North
2022-04-17,Groceries,751.66,14.0,104.69,Central
2022-04-18,Home Decor,461.54,4.0,121.95,West
2022-04-19,Clothing,954.0,9.0,39.94,East
2022-04-20,,74.22,3.0,219.86,East
2022-04-21,Electronics,116.83,2.0,243.9,South
2022-04-22,,319.75,7.0,62.13,North
2022-04-23,Furniture,544.12,5.0,38.14,East
2022-04-24,Furniture,121.64,3.0,-3.19,Central
2022-04-25,,370.95,1.0,-0.01,Central
2022-04-26,Furniture,909.17,4.0,146.59,Central
2022-04-27,Home Decor,516.68,1.0,173.09,East
2022-04-28,,122.05,14.0,14.07,North
2022-04-29,Groceries,816.41,2.0,399.82,South
2022-04-30,Home Decor,114.28,4.0,337.56,Central
2022-05-01,Home Decor,75.22,13.0,99.41,East
2022-05-02,Electronics,453.47,8.0,-42.64,West
2022-05-03,Clothing,880.93,,176.43,South
2022-05-04,Electronics,30.76,8.0,-4.62,Central
2022-05-05,Groceries,270.23,14.0,343.41,North
2022-05-06,Home Decor,509.94,13.0,230.14,West
2022-05-07,Furniture,184.99,1.0,,South
2022-05-08,Electronics,168.04,4.0,205.91,South
2022-05-09,Home Decor,396.47,7.0,329.3,East
2022-05-10,Furniture,908.71,7.0,188.53,South
2022-05-11,Home Decor,677.88,2.0,-79.0,South
2022-05-12,Clothing,728.27,,97.86,West
2022-05-13,Furniture,742.8,8.0,304.22,West
2022-05-14,Electronics,905.99,,191.5,Central
2022-05-15,Groceries,322.5,9.0,57.21,North
2022-05-16,Furniture,,4.0,-92.05,
2022-05-17,Electronics,440.1,11.0,-56.76,Central
2022-05-18,Electronics,883.07,9.0,321.39,East
2022-05-19,Home Decor,35.53,2.0,348.91,East
2022-05-20,Home Decor,480.63,4.0,181.92,West
2022-05-21,Home Decor,110.19,11.0,-0.27,Central
2022-05-22,Home Decor,184.72,11.0,91.04,South
2022-05-23,Electronics,853.6,6.0,52.07,Central
2022-05-24,Furniture,88.73,11.0,185.41,North
2022-05-25,Groceries,575.89,8.0,-98.72,East
2022-05-26,Electronics,884.56,8.0,138.31,North
2022-05-27,Home Decor,535.86,7.0,-39.05,North
2022-05-28,Clothing,994.24,11.0,140.56,West
2022-05-29,Furniture,802.2,3.0,13.29,South
2022-05-30,Home Decor,,3.0,150.06,East
2022-05-31,Furniture,150.52,4.0,-58.57,Central
2022-06-01,Electronics,586.21,2.0,222.12,North
2022-06-02,Electronics,417.44,3.0,75.56,Central
2022-06-03,Furniture,300.14,5.0,283.96,East
2022-06-04,Furniture,279.31,7.0,131.32,South
2022-06-05,Groceries,640.22,2.0,184.55,East
2022-06-06,Clothing,951.69,3.0,207.08,South
2022-06-07,Home Decor,204.24,1.0,341.29,South
2022-06-08,Groceries,770.03,9.0,161.54,South
2022-06-09,Clothing,622.21,12.0,257.6,Central
2022-06-10,Electronics,221.51,7.0,55.15,Central
2022-06-11,Clothing,131.03,14.0,80.18,South
2022-06-12,Groceries,376.15,12.0,383.01,West
2022-06-13,Home Decor,255.12,8.0,217.14,North
2022-06-14,,995.92,2.0,-30.17,Central
2022-06-15,Home Decor,439.33,1.0,312.01,North
2022-06-16,Furniture,50.1,7.0,39.92,West
2022-06-17,Clothing,429.37,14.0,-42.37,East
2022-06-18,Groceries,733.3,9.0,391.85,East
2022-06-19,Electronics,371.37,5.0,285.75,West
2022-06-20,Home Decor,75.68,2.0,89.52,West
2022-06-21,Home Decor,14.24,7.0,,South
2022-06-22,Home Decor,92.52,12.0,46.42,North
2022-06-23,Groceries,948.49,12.0,6.94,West
2022-06-24,Clothing,585.2,,-63.86,Central
2022-06-25,Furniture,332.36,10.0,344.81,Central
2022-06-26,Home Decor,697.73,11.0,-51.28,East
2022-06-27,Clothing,365.99,7.0,334.63,East
2022-06-28,Home Decor,209.09,11.0,330.53,West
2022-06-29,,550.41,12.0,-5.27,South
2022-06-30,Home Decor,972.61,6.0,245.91,West
2022-07-01,Home Decor,44.61,4.0,172.02,South
2022-07-02,Electronics,990.44,13.0,-78.01,Central
2022-07-03,Groceries,827.8,6.0,253.09,East
2022-07-04,Electronics,986.72,3.0,-84.97,
2022-07-05,Home Decor,209.57,12.0,52.3,North
2022-07-06,Groceries,133.03,6.0,203.41,
2022-07-07,Clothing,604.7,6.0,,East
2022-07-08,Clothing,,7.0,246.65,South
2022-07-09,Clothing,923.89,12.0,293.48,
2022-07-10,Clothing,781.95,10.0,161.36,South
2022-07-11,Groceries,217.67,1.0,149.17,Central
2022-07-12,Clothing,11.31,9.0,216.7,South
2022-07-13,Electronics,685.34,1.0,104.87,East
2022-07-14,Electronics,,1.0,244.96,South
2022-07-15,Groceries,642.31,7.0,126.23,North
2022-07-16,,857.48,1.0,-67.79,South
2022-07-17,Clothing,223.71,8.0,16.51,West
2022-07-18,Home Decor,628.43,8.0,377.27,East
2022-07-19,Groceries,10.58,13.0,-29.28,North
2022-07-20,Furniture,666.58,7.0,340.63,North
2022-07-21,Clothing,737.81,3.0,181.48,West
2022-07-22,Clothing,719.97,8.0,352.39,Central
2022-07-23,Furniture,,11.0,256.42,North
2022-07-24,Electronics,132.93,2.0,9.05,North
2022-07-25,Clothing,241.32,12.0,87.83,East
2022-07-26,Electronics,374.99,12.0,355.18,West
2022-07-27,Home Decor,392.58,6.0,254.45,North
2022-07-28,Electronics,313.02,4.0,54.17,Central
2022-07-29,Home Decor,201.87,,392.45,West
2022-07-30,Groceries,261.65,3.0,290.77,Central
2022-07-31,Clothing,348.84,12.0,110.93,East
2022-08-01,Furniture,943.55,9.0,275.19,Central
2022-08-02,Clothing,98.84,14.0,174.74,North
2022-08-03,Electronics,557.95,5.0,153.72,North
2022-08-04,Clothing,73.28,14.0,-81.72,Central
2022-08-05,Furniture,426.01,11.0,212.81,East
2022-08-06,Clothing,190.99,4.0,98.04,West
2022-08-07,,804.69,4.0,379.72,North
2022-08-08,,25.48,8.0,28.52,Central
2022-08-09,Electronics,216.37,13.0,328.96,South
2022-08-10,Electronics,553.33,11.0,105.91,North
2022-08-11,Groceries,,1.0,131.03,Central
2022-08-12,Clothing,410.43,6.0,316.72,East
2022-08-13,Home Decor,694.11,6.0,383.96,South
2022-08-14,Groceries,189.16,8.0,191.99,South
2022-08-15,Electronics,526.73,,350.97,North
2022-08-16,,557.42,10.0,161.79,West
2022-08-17,Electronics,324.11,9.0,,West
2022-08-18,,42.87,14.0,266.95,West
2022-08-19,Clothing,628.77,5.0,174.31,
2022-08-20,Electronics,180.51,8.0,216.28,East
2022-08-21,Furniture,815.13,1.0,-51.64,North
2022-08-22,Furniture,582.65,14.0,379.61,East
2022-08-23,Groceries,656.78,11.0,204.68,South
2022-08-24,Furniture,706.54,2.0,,Central
2022-08-25,Home Decor,715.23,9.0,144.93,West
2022-08-26,Home Decor,719.67,12.0,99.15,East
2022-08-27,,998.78,9.0,42.55,North
2022-08-28,Home Decor,600.8,8.0,30.97,South
2022-08-29,Home Decor,955.67,10.0,345.76,South
2022-08-30,Clothing,524.89,10.0,321.64,South
2022-08-31,Home Decor,563.23,14.0,,Central
2022-09-01,Electronics,574.25,1.0,351.82,North
2022-09-02,Clothing,884.65,11.0,318.44,West
2022-09-03,Electronics,116.39,14.0,-19.17,East
2022-09-04,Home Decor,135.77,2.0,-27.62,Central
2022-09-05,Electronics,614.99,10.0,-87.23,South
2022-09-06,Furniture,959.34,4.0,107.06,East
2022-09-07,Groceries,908.91,5.0,209.8,West
2022-09-08,Home Decor,114.96,2.0,381.47,Central
2022-09-09,,520.08,4.0,248.18,East
2022-09-10,Groceries,455.83,4.0,2.99,South
2022-09-11,Groceries,417.98,,81.22,Central
2022-09-12,Groceries,563.15,4.0,208.86,Central
2022-09-13,Groceries,920.96,1.0,6.2,South
2022-09-14,Furniture,573.07,2.0,188.57,Central
2022-09-15,Groceries,335.01,7.0,102.14,South
2022-09-16,Furniture,734.3,3.0,339.56,Central
2022-09-17,Groceries,77.71,4.0,292.7,Central
2022-09-18,Home Decor,528.85,11.0,255.88,West
2022-09-19,Electronics,397.04,4.0,338.33,West
2022-09-20,Groceries,401.5,13.0,294.38,North
2022-09-21,Clothing,21.71,13.0,67.28,Central
2022-09-22,Groceries,41.34,10.0,-78.77,South
2022-09-23,Groceries,428.12,11.0,195.37,Central
2022-09-24,,221.19,8.0,263.58,South
2022-09-25,Clothing,340.65,10.0,39.63,Central
2022-09-26,Electronics,249.97,,133.28,North
2020-01-01,Groceries,197.47,11.0,199.64,North
2020-01-02,Home Decor,977.37,10.0,128.46,South
2020-01-03,Groceries,655.25,12.0,300.49,North
2020-01-04,Groceries,792.28,6.0,196.04,West
2020-01-05,Home Decor,507.98,5.0,175.54,West
2020-01-06,Groceries,797.92,3.0,367.95,North
2020-01-07,Electronics,,13.0,175.58,Central
2020-01-08,Home Decor,140.17,7.0,322.34,West
2020-01-09,Clothing,798.36,7.0,66.35,Central
2020-01-10,Electronics,216.53,3.0,-33.18,South
2020-01-11,,170.58,10.0,-26.43,North
2020-01-12,Clothing,,9.0,277.11,
2020-01-13,Groceries,697.5,1.0,-34.32,North
2020-01-14,Groceries,393.93,13.0,-4.77,South
2020-01-15,Clothing,596.92,2.0,-57.1,East
2020-01-16,Clothing,678.49,4.0,57.37,North
2020-01-17,Furniture,323.05,2.0,6.34,Central
2020-01-18,Furniture,674.57,10.0,382.89,North
2020-01-19,Groceries,639.35,13.0,-32.22,
2020-01-20,Furniture,818.45,12.0,246.99,West
2020-01-21,Clothing,164.78,1.0,,West
2020-01-22,Electronics,519.11,2.0,106.67,East
2020-01-23,Groceries,964.8,6.0,-58.24,West
2020-01-24,Clothing,289.92,13.0,-9.44,East
2020-01-25,Home Decor,569.6,11.0,329.12,North
2020-01-26,Furniture,573.05,13.0,10.54,South
2020-01-27,Furniture,394.72,12.0,74.48,East
2020-01-28,Furniture,645.26,8.0,210.66,South
2020-01-29,Electronics,492.05,14.0,-83.24,East
2020-01-30,Furniture,893.23,6.0,38.83,North
2020-01-31,Electronics,504.37,1.0,31.47,
2020-02-01,Electronics,,8.0,-17.35,North
2020-02-02,Clothing,873.21,13.0,106.93,East
2020-02-03,Clothing,432.93,1.0,-98.36,
2020-02-04,Electronics,277.39,12.0,329.86,North
2020-02-05,Electronics,48.34,2.0,302.68,Central
2020-02-06,,537.44,,-50.78,South
2020-02-07,Electronics,787.21,12.0,,Central
2020-02-08,Home Decor,830.86,12.0,-86.28,North
2020-02-09,Home Decor,452.0,6.0,-91.97,East
2020-02-10,Electronics,229.05,3.0,122.9,East
2020-02-11,Groceries,73.22,3.0,-80.85,
2020-02-12,Home Decor,147.29,9.0,230.2,Central
2020-02-13,Clothing,181.92,5.0,184.66,South
2020-02-14,Furniture,519.38,,-65.62,Central
2020-02-15,Clothing,188.95,2.0,109.38,East
2020-02-16,Furniture,463.38,3.0,355.4,West
2020-02-17,Furniture,,5.0,-87.47,West
2020-02-18,Electronics,927.65,4.0,63.86,West
2020-02-19,Clothing,52.6,14.0,141.07,East
2020-02-20,Groceries,254.3,8.0,-65.64,South
2020-02-21,Furniture,615.63,14.0,351.64,South
2020-02-22,Groceries,249.47,8.0,42.21,North
2020-02-23,Home Decor,874.68,10.0,208.22,Central
2020-02-24,Furniture,303.56,12.0,,South
2020-02-25,,406.87,14.0,85.91,East
2020-02-26,Groceries,739.13,4.0,312.07,South
2020-02-27,Home Decor,171.65,1.0,-74.8,North
2020-02-28,Clothing,608.02,,-51.76,West
2020-02-29,Furniture,440.8,7.0,393.19,North
2020-03-01,Groceries,176.41,12.0,38.25,North
2020-03-02,Electronics,632.43,11.0,392.05,East
2020-03-03,Groceries,48.07,9.0,123.84,
2020-03-04,Furniture,547.58,1.0,103.0,West
2020-03-05,Furniture,421.68,7.0,-85.05,West
2020-03-06,Electronics,740.76,5.0,-52.03,
2020-03-07,Clothing,912.2,9.0,-39.56,South
2020-03-08,Home Decor,806.27,1.0,167.76,West
2020-03-09,Furniture,774.71,14.0,339.38,Central
2020-03-10,Groceries,292.8,7.0,83.76,South
2020-03-11,Electronics,967.5,6.0,,South
2020-03-12,Groceries,379.68,10.0,350.97,West
2020-03-13,Home Decor,980.37,12.0,-64.64,North
2020-03-14,Groceries,378.51,5.0,109.31,West
2020-03-15,Clothing,976.93,10.0,299.47,North
2020-03-16,Furniture,674.01,11.0,236.07,West
2020-03-17,Home Decor,954.35,10.0,-41.66,Central
2020-03-18,Electronics,645.47,1.0,,West
