order_id,order_date,customer_id,product_category,region,quantity,unit_price,discount,payment_method,delivery_days,customer_rating,revenue
10944,03/24/2022,1602,Toys,North,5,512.39,0.07,Card,8,2.9,2382.61
10945,06/23/2022,1310,Toys,East,4,398.93,0.24,Card,9,3.7,1212.75
10946,05/27/2022,1968,Health,East,3,43.94,0.35,Wallet,10,4.5,85.68
10947,03/22/2023,1875,Clothing,East,1,488.44,0.05,COD,6,4.8,464.02
10948,11/19/2022,1523,Home,North,8,245.32,0.19,Card,12,1.9,1589.67
10949,05/27/2022,1729,Toys,Central,4,22.95,0.26,COD,8,2.1,67.93
10950,11/18/2022,1759,Beauty,West,1,543.81,0.08,Card,11,1.9,500.31
10951,02/02/2023,1237,Beauty,South,2,423.15,0.13,Card,2,2.0,736.28
10952,04/17/2022,1915,Electronics,North,10,307.81,0.25,COD,11,2.6,2308.57
10953,12/12/2022,1843,Toys,West,8,168.32,0.16,Wallet,2,3.1,1131.11
10954,03/28/2023,1949,Clothing,North,3,288.72,0.29,Card,10,3.1,614.97
10955,07/02/2022,1843,Home,North,1,516.33,0.13,Wallet,10,4.3,449.21
10956,03/26/2023,1573,Beauty,West,2,269.09,0.12,COD,12,4.8,473.6
10957,03/07/2022,1512,Home,South,2,355.61,0.31,Wallet,8,3.1,490.74
10958,10/02/2022,1294,Electronics,West,3,311.15,0.06,Wallet,1,2.2,877.44
10959,02/22/2022,1814,Home,East,6,24.81,0.04,Wallet,12,1.6,142.91
10960,04/21/2023,1805,Health,South,8,330.59,0.15,Card,5,4.3,2248.01
10961,05/05/2022,1092,Clothing,South,8,564.82,0.31,Card,7,3.0,3117.81
10962,06/27/2022,1144,Electronics,Central,10,339.13,0.32,Wallet,12,1.4,2306.08
10963,11/13/2022,1961,Home,South,6,534.61,0.19,COD,3,2.2,2598.2
10964,12/03/2022,1128,Clothing,West,5,254.72,0.3,COD,8,3.4,891.52
10965,02/02/2023,1068,Health,West,10,12.23,0.31,Wallet,5,1.0,84.39
10966,12/20/2022,1314,Beauty,Central,4,463.9,0.21,COD,6,4.8,1465.92
10967,04/11/2023,1887,Clothing,East,3,292.9,0.03,COD,5,4.9,852.34
10968,08/22/2022,1032,Beauty,Central,9,434.4,0.21,Wallet,7,3.6,3088.58
10969,07/15/2022,1268,Toys,West,2,111.58,0.31,Card,12,1.7,153.98
10970,08/10/2022,1604,Beauty,North,7,277.39,0.1,Card,10,4.5,1747.56
10971,08/13/2022,1010,Electronics,West,8,547.32,0.33,Card,2,1.9,2933.64
10972,12/23/2022,1889,Clothing,West,7,48.19,0.3,Wallet,6,1.3,236.13
10973,01/14/2023,1597,Health,West,7,315.34,0.06,Card,6,4.7,2074.94
10974,04/07/2023,1481,Toys,North,3,422.93,0.07,COD,4,1.1,1179.97
10975,10/17/2022,1490,Toys,South,6,460.21,0.03,Wallet,10,1.1,2678.42
10976,10/16/2022,1851,Clothing,Central,6,576.3,0.14,Card,6,1.8,2973.71
10977,02/03/2022,1428,Health,North,5,329.79,0.16,COD,3,3.2,1385.12
10978,10/02/2022,1364,Clothing,Central,6,427.31,0.29,COD,2,2.6,1820.34
10979,11/29/2022,1617,Clothing,Central,2,312.42,0.09,Card,2,1.1,568.6
10980,06/21/2022,1275,Clothing,West,10,587.17,0.25,Wallet,12,2.9,4403.77
10981,06/09/2022,1038,Health,North,8,458.59,0.04,Card,10,3.6,3521.97
10982,10/17/2022,1396,Health,North,3,298.24,0.13,Card,3,3.3,778.41
10983,04/30/2023,1787,Clothing,Central,2,219.84,0.3,COD,6,2.8,307.78
10984,05/01/2023,1525,Home,Central,6,198.03,0.28,COD,4,2.3,855.49
10985,02/10/2023,1099,Health,South,10,579.52,0.15,Wallet,8,2.3,4925.92
10986,07/02/2022,1115,Toys,North,9,183.37,0.28,Wallet,10,2.8,1188.24
10987,04/27/2023,1948,Home,North,8,407.31,0.04,Wallet,1,2.9,3128.14
10988,03/30/2022,1194,Beauty,East,1,277.48,0.29,Wallet,6,3.0,197.01
10989,08/27/2022,1414,Home,Central,6,45.52,0.07,Wallet,3,2.3,254.0
10990,05/09/2023,1546,Electronics,North,10,234.32,0.06,Wallet,4,1.5,2202.61
10991,02/12/2023,1923,Clothing,North,4,70.47,0.05,Wallet,2,1.7,267.79
10992,01/05/2022,1822,Clothing,Central,3,448.47,0.16,Wallet,7,2.9,1130.14
10993,11/27/2022,1226,Home,North,6,76.74,0.13,COD,2,1.3,400.58
10994,12/14/2022,1375,Health,Central,8,287.95,0.17,Card,11,1.2,1911.99
10995,02/09/2023,1677,Electronics,Central,1,355.38,0.34,Wallet,6,1.8,234.55
10996,03/25/2022,1211,Electronics,South,8,113.11,0.15,Wallet,7,1.2,769.15
10997,01/29/2022,1247,Toys,Central,6,43.1,0.15,Card,1,4.9,219.81
10998,07/29/2022,1308,Health,West,5,75.4,0.25,COD,3,1.8,282.75
10999,02/20/2022,1260,Home,West,3,300.66,0.29,COD,11,1.5,640.41
11000,06/29/2022,1019,Home,South,1,520.89,0.11,Wallet,7,1.9,463.59
11001,12/04/2022,1094,Electronics,East,10,391.07,0.29,COD,8,3.3,2776.6
11002,09/07/2022,1035,Health,South,4,175.7,0.26,COD,10,4.7,520.07
11003,03/05/2022,1348,Health,East,7,352.95,0.13,COD,4,1.9,2149.47
11004,07/17/2022,1145,Electronics,South,2,466.31,0.16,Wallet,5,2.1,783.4
11005,11/06/2022,1455,Beauty,East,1,132.74,0.21,COD,9,1.2,104.86
11006,05/09/2023,1286,Home,East,10,354.28,0.02,Card,12,4.4,3471.94
11007,03/02/2022,1784,Health,West,6,497.11,0.29,COD,9,4.0,2117.69
11008,09/11/2022,1958,Electronics,Central,2,229.91,0.11,Wallet,1,4.2,409.24
11009,05/27/2022,1218,Clothing,Central,7,15.99,0.17,Wallet,9,3.1,92.9
11010,11/10/2022,1765,Beauty,North,2,531.05,0.15,Wallet,12,1.9,902.78
11011,01/17/2023,1279,Clothing,East,6,477.98,0.28,COD,8,2.8,2064.87
11012,09/13/2022,1916,Toys,West,3,378.29,0.24,Card,10,1.1,862.5
11013,02/22/2022,1121,Health,East,8,84.19,0.11,COD,2,1.1,599.43
11014,05/20/2022,1066,Beauty,North,4,115.58,0.3,COD,12,3.8,323.62
11015,05/02/2022,1272,Toys,Central,4,360.31,0.33,Card,8,1.4,965.63
11016,11/27/2022,1115,Home,North,3,54.75,0.15,COD,6,2.1,139.61
11017,06/22/2022,1621,Clothing,East,10,109.33,0.26,COD,2,1.7,809.04
11018,04/12/2023,1131,Electronics,South,1,38.78,0.26,Wallet,7,4.0,28.7
11019,11/12/2022,1013,Clothing,West,1,302.16,0.1,Wallet,12,3.8,271.94
11020,11/04/2022,1524,Toys,North,5,237.07,0.06,Wallet,1,1.1,1114.23
11021,03/20/2023,1952,Electronics,North,9,182.61,0.21,COD,4,3.8,1298.36
11022,03/24/2022,1897,Clothing,North,4,388.51,0.03,Card,8,3.8,1507.42
11023,01/25/2023,1558,Beauty,East,9,467.53,0.16,Card,10,4.7,3534.53
11024,09/06/2022,1820,Health,Central,2,29.36,0.2,Card,8,1.9,46.98
11025,02/28/2023,1999,Beauty,South,8,360.67,0.01,Wallet,4,2.7,2856.51
11026,02/07/2022,1572,Toys,North,9,396.16,0.18,Wallet,3,4.3,2923.66
11027,11/21/2022,1263,Health,North,4,422.57,0.34,Wallet,8,4.2,1115.58
11028,11/06/2022,1364,Clothing,North,4,409.64,0.3,Card,7,2.5,1146.99
11029,03/11/2023,1621,Clothing,South,2,566.18,0.18,Wallet,6,5.0,928.54
11030,02/13/2022,1574,Electronics,East,2,151.63,0.21,COD,5,1.0,239.58
11031,02/27/2023,1400,Toys,West,3,71.77,0.09,Card,6,3.4,195.93
11032,03/30/2023,1944,Home,North,2,216.18,0.11,Wallet,1,3.4,384.8
11033,02/02/2022,1884,Beauty,North,1,136.08,0.12,COD,12,3.4,119.75
11034,04/13/2022,1654,Health,North,1,145.38,0.06,Wallet,8,1.8,136.66
11035,03/26/2023,1332,Home,Central,2,288.56,0.26,COD,7,1.1,427.07
11036,10/06/2022,1219,Health,North,8,38.17,0.31,Wallet,6,2.6,210.7
11037,03/02/2022,1955,Clothing,East,2,84.52,0.09,Card,3,3.5,153.83
11038,03/31/2022,1381,Clothing,West,2,152.97,0.13,COD,6,2.9,266.17
11039,04/06/2023,1227,Electronics,West,3,599.42,0.07,COD,3,3.2,1672.38
11040,08/30/2022,1726,Home,East,5,532.22,0.31,COD,12,3.8,1836.16
11041,05/19/2022,1147,Health,Central,8,246.03,0.28,COD,5,2.2,1417.13
11042,10/15/2022,1997,Clothing,North,8,409.89,0.29,COD,5,2.8,2328.18
11043,04/29/2023,1774,Electronics,South,1,64.96,0.19,Wallet,5,4.3,52.62
11044,12/14/2022,1459,Beauty,Central,10,563.47,0.12,COD,5,4.3,4958.54
11045,05/01/2022,1372,Beauty,North,9,600.0,0.09,Card,6,1.7,4914.0
11046,03/29/2023,1298,Beauty,West,1,493.11,0.06,Card,10,3.0,463.52
11047,12/19/2022,1757,Electronics,South,9,500.96,0.27,Card,5,1.8,3291.31
11048,01/13/2023,1928,Health,North,5,341.92,0.34,Wallet,6,2.4,1128.34
11049,09/03/2022,1699,Clothing,North,8,329.77,0.06,COD,1,1.1,2479.87
11050,01/06/2022,1637,Home,Central,6,323.69,0.23,COD,5,1.7,1495.45
11051,04/16/2022,1078,Electronics,South,7,396.36,0.32,Card,6,4.3,1886.67
11052,04/24/2022,1061,Beauty,West,1,181.32,0.1,Card,10,2.0,163.19
11053,07/04/2022,1275,Beauty,Central,3,427.64,0.33,Card,5,2.4,859.56
11054,12/20/2022,1137,Clothing,North,8,216.85,0.17,COD,9,2.4,1439.88
11055,04/07/2022,1788,Beauty,South,1,269.63,0.27,Wallet,12,2.9,196.83
11056,02/03/2023,1482,Home,West,4,144.85,0.27,COD,1,4.6,422.96
11057,08/20/2022,1767,Beauty,East,7,575.94,0.22,Card,6,4.5,3144.63
11058,02/24/2023,1045,Home,North,3,93.0,0.29,Card,4,4.8,198.09
11059,03/22/2023,1380,Beauty,East,2,209.41,0.25,COD,9,1.4,314.12
11060,06/23/2022,1575,Home,Central,6,84.67,0.16,Card,9,4.6,426.74
11061,12/29/2022,1667,Home,West,7,328.7,0.09,COD,3,1.5,2093.82
11062,07/18/2022,1415,Health,East,9,137.72,0.21,Card,9,3.2,979.19
11063,04/30/2023,1516,Home,West,1,164.92,0.23,Wallet,10,4.0,126.99
11064,06/13/2022,1925,Clothing,West,5,156.23,0.03,Card,7,4.5,757.72
11065,12/17/2022,1630,Health,South,6,186.1,0.33,Card,6,2.8,748.12
11066,03/11/2022,1872,Electronics,East,7,69.7,0.02,COD,1,3.7,478.14
11067,07/08/2022,1216,Clothing,Central,3,151.5,0.18,Wallet,12,3.8,372.69
11068,01/22/2022,1303,Toys,Central,9,516.84,0.21,Wallet,3,3.0,3674.73
11069,02/26/2023,1456,Toys,South,1,574.66,0.27,COD,5,4.2,419.5
11070,01/13/2022,1124,Beauty,West,7,112.76,0.11,Wallet,5,4.8,702.49
11071,01/03/2022,1500,Health,South,2,234.97,0.24,Card,6,4.4,357.15
11072,08/05/2022,1514,Beauty,South,6,114.56,0.11,Wallet,5,4.0,611.75
11073,03/12/2023,1772,Electronics,South,5,250.1,0.1,Wallet,6,4.6,1125.45
11074,02/13/2023,1672,Home,Central,3,309.84,0.18,Wallet,6,1.2,762.21
11075,05/05/2023,1066,Clothing,North,9,225.63,0.19,COD,6,2.3,1644.84
11076,03/08/2022,1825,Beauty,South,6,362.37,0.12,Wallet,7,3.8,1913.31
11077,01/31/2022,1213,Electronics,East,6,358.31,0.08,Wallet,5,3.5,1977.87
11078,05/12/2022,1439,Toys,West,3,477.02,0.23,Card,2,2.8,1101.92
11079,04/20/2022,1074,Electronics,West,4,256.74,0.11,Card,1,1.5,913.99
11080,06/17/2022,1200,Toys,West,8,408.18,0.32,Card,12,1.0,2220.5
11081,03/15/2022,1170,Beauty,Central,6,378.57,0.1,COD,11,4.3,2044.28
11082,04/09/2023,1936,Electronics,West,5,330.39,0.21,Card,6,2.8,1305.04
11083,02/11/2023,1462,Health,Central,4,43.68,0.02,Wallet,11,1.3,171.23
11084,09/28/2022,1123,Beauty,North,10,289.37,0.14,COD,7,1.7,2488.58
11085,08/30/2022,1651,Home,Central,5,225.62,0.18,Card,5,3.7,925.04
11086,09/15/2022,1496,Home,Central,9,122.44,0.2,Card,9,1.2,881.57
11087,03/12/2023,1006,Home,West,7,86.91,0.18,Card,10,1.8,498.86
11088,04/12/2022,1559,Clothing,South,10,389.48,0.12,Card,12,2.8,3427.42
11089,09/12/2022,1203,Health,North,2,580.33,0.19,Wallet,7,1.7,940.13
11090,07/13/2022,1942,Home,Central,4,441.07,0.03,COD,11,2.0,1711.35
11091,06/12/2022,1419,Beauty,Central,9,70.05,0.23,Card,12,1.4,485.45
11092,08/13/2022,1120,Beauty,Central,1,367.45,0.08,Wallet,8,4.7,338.05
11093,03/22/2022,1452,Health,East,2,127.62,0.3,Card,4,4.7,178.67
11094,09/25/2022,1658,Toys,Central,10,168.45,0.15,Wallet,6,2.0,1431.83
11095,04/14/2022,1102,Clothing,West,10,305.83,0.15,Wallet,6,4.2,2599.55
11096,01/12/2022,1753,Home,West,8,350.73,0.17,Wallet,7,4.5,2328.85
11097,09/09/2022,1376,Home,North,4,446.34,0.02,COD,12,1.4,1749.65
11098,08/23/2022,1235,Health,North,8,231.24,0.17,COD,7,4.9,1535.43
11099,07/03/2022,1416,Health,South,2,276.71,0.1,Card,12,1.1,498.08
11100,10/25/2022,1713,Home,West,6,574.56,0.26,Card,7,3.6,2551.05
11101,01/03/2023,1256,Health,South,8,179.22,0.17,Wallet,7,1.1,1190.02
11102,05/08/2022,1449,Health,East,6,145.1,0.22,Wallet,6,2.2,679.07
11103,12/21/2022,1045,Home,Central,2,381.67,0.27,COD,6,3.6,557.24
11104,11/19/2022,1260,Clothing,Central,2,464.38,0.14,Card,8,2.5,798.73
11105,08/25/2022,1507,Home,Central,9,148.75,0.21,Wallet,12,3.4,1057.61
11106,02/22/2023,1345,Home,South,6,282.61,0.22,Card,3,2.6,1322.61
11107,01/28/2022,1833,Home,West,1,60.2,0.23,Card,11,4.4,46.35
11108,01/28/2022,1677,Electronics,North,10,249.78,0.32,Wallet,1,1.6,1698.5
11109,06/27/2022,1164,Home,East,2,183.38,0.13,COD,9,2.6,319.08
11110,08/12/2022,1621,Beauty,North,2,513.03,0.31,Wallet,11,1.4,707.98
11111,01/19/2023,1571,Beauty,Central,3,226.16,0.07,COD,8,4.9,630.99
11112,10/06/2022,1355,Clothing,Central,5,153.89,0.23,Card,4,3.6,592.48
11113,01/29/2022,1948,Electronics,North,5,448.74,0.27,Wallet,7,4.9,1637.9
11114,01/11/2023,1370,Beauty,West,4,258.11,0.27,COD,7,2.4,753.68
11115,11/10/2022,1942,Health,Central,3,305.23,0.33,Card,12,1.4,613.51
11116,05/07/2022,1205,Electronics,East,4,579.07,0.03,Wallet,1,4.1,2246.79
11117,01/07/2023,1370,Beauty,East,10,452.26,0.27,Card,11,2.5,3301.5
11118,11/10/2022,1670,Home,West,1,226.09,0.26,Wallet,4,4.1,167.31
11119,03/19/2023,1871,Beauty,West,3,401.74,0.08,COD,3,2.3,1108.8
11120,07/30/2022,1336,Toys,South,8,459.3,0.17,COD,2,2.5,3049.75
11121,11/24/2022,1660,Clothing,East,3,583.41,0.03,Wallet,5,2.5,1697.72
11122,11/10/2022,1330,Health,South,6,509.05,0.27,Card,6,4.1,2229.64
11123,02/15/2023,1408,Clothing,Central,2,158.81,0.14,Wallet,6,1.5,273.15
11124,08/21/2022,1191,Home,Central,7,354.76,0.25,Wallet,11,2.3,1862.49
11125,10/23/2022,1161,Home,West,3,203.94,0.31,COD,5,1.8,422.16
11126,05/18/2022,1092,Beauty,West,1,56.14,0.28,COD,2,1.2,40.42
11127,01/28/2022,1896,Health,South,3,91.25,0.08,COD,5,2.0,251.85
11128,04/23/2023,1843,Clothing,South,5,249.56,0.04,Card,7,3.6,1197.89
11129,07/15/2022,1200,Clothing,East,8,597.3,0.04,Wallet,3,1.3,4587.26
11130,04/12/2022,1957,Health,South,3,525.53,0.27,COD,4,4.7,1150.91
11131,10/08/2022,1801,Beauty,Central,8,350.05,0.03,Wallet,11,1.7,2716.39
11132,01/08/2023,1517,Electronics,West,8,311.69,0.14,Wallet,10,1.7,2144.43
11133,05/10/2023,1211,Beauty,North,7,17.72,0.05,Wallet,9,3.1,117.84
11134,04/15/2022,1998,Home,Central,1,17.56,0.25,COD,6,1.6,13.17
11135,03/07/2023,1010,Beauty,West,10,288.65,0.22,Wallet,10,3.7,2251.47
11136,02/24/2023,1849,Toys,North,2,109.41,0.12,COD,4,3.8,192.56
11137,09/08/2022,1065,Clothing,South,2,14.92,0.05,Card,9,1.4,28.35
11138,06/21/2022,1013,Toys,East,6,217.88,0.22,Card,4,2.2,1019.68
11139,04/09/2022,1300,Beauty,West,8,381.07,0.33,Wallet,9,2.2,2042.54
11140,11/21/2022,1837,Home,South,4,523.04,0.3,Wallet,12,4.6,1464.51
11141,06/23/2022,1255,Toys,West,8,336.72,0.21,Wallet,7,1.2,2128.07
11142,11/14/2022,1900,Beauty,Central,7,524.08,0.03,Wallet,11,3.7,3558.5
11143,09/20/2022,1769,Beauty,East,1,307.2,0.11,Wallet,12,1.6,273.41
11144,03/29/2023,1843,Home,East,4,479.62,0.12,COD,11,4.3,1688.26
11145,01/07/2022,1274,Toys,Central,1,328.83,0.13,COD,11,2.6,286.08
11146,02/12/2022,1881,Beauty,East,6,17.32,0.2,Wallet,10,4.5,83.14
11147,01/27/2022,1833,Clothing,Central,4,283.51,0.03,COD,12,2.3,1100.02
11148,04/06/2022,1347,Home,North,2,181.24,0.28,Card,2,3.9,260.99
11149,10/05/2022,1005,Home,North,8,53.94,0.25,Wallet,12,2.1,323.64
11150,07/12/2022,1138,Home,East,10,315.77,0.28,Card,1,1.9,2273.54
11151,02/12/2022,1674,Home,Central,2,96.54,0.01,COD,3,2.9,191.15
11152,11/20/2022,1628,Clothing,South,2,277.69,0.06,Card,6,4.1,522.06
11153,02/17/2023,1476,Health,South,6,515.83,0.3,Wallet,11,1.1,2166.49
11154,02/11/2022,1292,Health,North,5,301.6,0.23,COD,4,1.1,1161.16
11155,03/24/2022,1702,Toys,North,10,268.1,0.08,Card,6,1.8,2466.52
11156,03/02/2022,1018,Clothing,Central,2,577.38,0.2,COD,3,1.4,923.81
11157,07/25/2022,1343,Health,Central,1,156.54,0.29,COD,1,3.8,111.14
11158,07/31/2022,1703,Toys,West,1,449.24,0.13,Wallet,6,4.9,390.84
11159,02/26/2022,1589,Home,North,1,29.35,0.23,COD,10,2.0,22.6
11160,03/13/2023,1283,Electronics,West,3,295.71,0.15,Wallet,3,3.7,754.06
11161,07/24/2022,1219,Clothing,South,9,401.28,0.17,COD,12,2.7,2997.56
11162,07/10/2022,1307,Health,Central,8,284.15,0.28,Card,4,1.8,1636.7
11163,03/20/2023,1906,Health,Central,7,183.2,0.35,COD,8,2.5,833.56
11164,07/21/2022,1308,Toys,East,6,70.13,0.18,Card,10,4.9,345.04
11165,03/14/2022,1337,Electronics,South,3,164.9,0.06,Wallet,11,2.1,465.02
11166,11/03/2022,1312,Beauty,North,3,63.75,0.09,COD,7,2.6,174.04
11167,01/24/2022,1063,Toys,Central,5,254.63,0.33,Wallet,3,3.1,853.01
11168,04/24/2022,1088,Beauty,South,8,260.5,0.2,Wallet,7,4.4,1667.2
11169,05/29/2022,1451,Electronics,South,5,404.3,0.05,COD,11,2.5,1920.42
11170,03/31/2022,1313,Clothing,Central,5,303.86,0.28,Card,3,3.7,1093.9
11171,07/17/2022,1311,Clothing,East,8,19.47,0.16,COD,3,1.1,130.84
11172,05/13/2022,1174,Toys,West,5,501.14,0.2,COD,3,2.9,2004.56
11173,02/25/2022,1317,Electronics,North,5,595.27,0.2,Wallet,2,1.1,2381.08
11174,03/17/2022,1350,Toys,West,3,274.03,0.17,Wallet,9,2.2,682.33
11175,10/08/2022,1174,Electronics,East,3,554.75,0.35,Card,4,4.7,1081.76
11176,02/23/2022,1926,Electronics,East,1,82.04,0.26,Wallet,12,1.4,60.71
11177,02/10/2022,1424,Toys,North,3,115.69,0.27,Card,4,4.5,253.36
11178,06/05/2022,1877,Health,West,3,550.09,0.22,Wallet,9,3.9,1287.21
11179,01/22/2023,1960,Electronics,North,4,399.04,0.33,Card,8,2.8,1069.43
11180,06/25/2022,1100,Home,West,7,549.89,0.2,COD,3,3.6,3079.38
11181,02/17/2023,1992,Toys,North,9,357.3,0.11,Wallet,6,4.0,2861.97
11182,01/14/2023,1851,Toys,West,7,143.34,0.3,COD,4,4.4,702.37
11183,06/25/2022,1023,Beauty,Central,10,307.82,0.11,Wallet,2,4.0,2739.6
11184,07/04/2022,2000,Electronics,East,3,287.26,0.31,COD,3,2.8,594.63
11185,02/10/2023,1880,Health,South,5,591.18,0.04,COD,11,2.9,2837.66
11186,04/03/2022,1560,Beauty,East,10,19.74,0.09,COD,6,2.7,179.63
11187,04/11/2022,1810,Home,North,10,196.48,0.16,COD,9,1.1,1650.43
11188,09/21/2022,1613,Clothing,Central,4,385.52,0.14,Wallet,10,2.7,1326.19
11189,03/17/2022,1056,Toys,West,9,252.81,0.14,Wallet,4,2.3,1956.75
11190,03/08/2023,1645,Home,West,5,479.47,0.06,COD,2,2.8,2253.51
11191,12/31/2022,1306,Beauty,North,7,587.03,0.11,Card,4,2.9,3657.2
11192,06/16/2022,1392,Clothing,East,2,176.59,0.14,COD,11,2.5,303.73
11193,01/30/2023,1502,Toys,North,8,442.69,0.2,Wallet,11,1.3,2833.22
11194,08/17/2022,1515,Electronics,Central,4,351.05,0.3,Wallet,9,4.1,982.94
11195,04/29/2023,1198,Home,West,4,548.8,0.07,Card,5,2.1,2041.54
11196,11/18/2022,1577,Toys,Central,4,106.91,0.16,COD,12,2.4,359.22
11197,02/19/2022,1925,Beauty,South,2,422.69,0.18,COD,8,3.2,693.21
11198,02/22/2022,1068,Health,Central,8,164.55,0.28,COD,10,1.3,947.81
11199,06/08/2022,1301,Beauty,North,2,586.41,0.14,Card,4,1.9,1008.63
11200,11/24/2022,1867,Toys,North,1,483.83,0.18,Wallet,4,4.8,396.74
11201,02/09/2022,1206,Clothing,West,2,254.8,0.21,COD,1,1.8,402.58
11202,10/22/2022,1268,Toys,East,10,97.39,0.07,Card,10,3.6,905.73
11203,03/19/2023,1328,Toys,North,6,249.99,0.3,COD,1,1.9,1049.96
11204,02/06/2022,1653,Home,North,4,540.98,0.11,COD,6,3.7,1925.89
11205,07/01/2022,1093,Electronics,Central,10,246.63,0.35,COD,5,3.0,1603.1
11206,11/26/2022,1071,Toys,South,5,480.58,0.15,COD,3,3.0,2042.46
11207,10/14/2022,1055,Home,East,9,329.9,0.27,COD,10,4.8,2167.44
11208,03/05/2022,1452,Beauty,South,9,231.0,0.29,Wallet,11,2.3,1476.09
11209,03/02/2022,1688,Electronics,Central,4,531.02,0.16,Card,10,4.0,1784.23
11210,01/26/2022,1335,Toys,South,1,368.0,0.19,Card,9,2.8,298.08
11211,10/18/2022,1863,Health,West,4,472.81,0.16,Card,1,3.7,1588.64
11212,01/23/2022,1538,Health,North,9,248.89,0.18,Wallet,12,3.1,1836.81
11213,10/05/2022,1805,Clothing,East,9,354.6,0.13,COD,5,3.5,2776.52
11214,03/09/2022,1446,Clothing,North,4,590.55,0.33,Wallet,9,1.2,1582.67
11215,01/29/2023,1155,Toys,West,1,447.81,0.08,Card,1,1.2,411.99
11216,02/12/2023,1719,Electronics,West,3,505.3,0.25,COD,5,3.3,1136.93
11217,04/07/2022,1498,Beauty,Central,9,499.74,0.12,COD,8,4.0,3957.94
11218,04/20/2022,1927,Toys,West,6,372.18,0.24,COD,6,3.3,1697.14
11219,06/22/2022,1363,Clothing,North,2,217.57,0.27,Wallet,9,2.2,317.65
11220,09/01/2022,1106,Clothing,South,6,506.93,0.26,Wallet,12,1.3,2250.77
11221,02/14/2022,1572,Home,North,7,511.87,0.32,Card,7,4.9,2436.5
11222,08/02/2022,1850,Electronics,South,2,550.13,0.25,Card,6,3.9,825.19
11223,04/11/2023,1462,Health,North,8,437.99,0.03,Wallet,5,2.3,3398.8
11224,01/18/2022,1556,Electronics,West,1,362.46,0.02,COD,12,4.7,355.21
11225,11/13/2022,1472,Health,West,2,563.53,0.14,Wallet,7,2.9,969.27
11226,05/27/2022,1626,Beauty,Central,9,523.55,0.32,Wallet,6,2.9,3204.13
11227,02/25/2022,1298,Clothing,Central,8,564.46,0.18,Card,8,1.9,3702.86
11228,07/07/2022,1802,Health,West,6,513.83,0.19,Wallet,2,4.2,2497.21
11229,09/08/2022,1562,Electronics,Central,9,299.55,0.04,COD,10,4.3,2588.11
11230,02/06/2023,1724,Electronics,South,4,578.9,0.28,Wallet,11,1.9,1667.23
11231,03/16/2023,1945,Beauty,Central,2,591.1,0.18,COD,8,4.6,969.4
11232,08/02/2022,1586,Health,West,7,23.26,0.27,COD,12,4.3,118.86
11233,10/03/2022,1431,Beauty,East,8,394.46,0.16,COD,8,1.1,2650.77
11234,05/13/2023,1402,Clothing,South,10,426.02,0.25,Wallet,3,1.6,3195.15
11235,12/01/2022,1998,Toys,Central,8,314.46,0.2,COD,12,3.0,2012.54
11236,04/28/2023,1665,Clothing,North,8,487.16,0.32,Wallet,3,1.1,2650.15
11237,02/21/2023,1689,Toys,West,3,467.9,0.2,COD,3,1.3,1122.96
11238,01/29/2023,1716,Clothing,West,5,513.52,0.22,Card,4,1.7,2002.73
11239,11/30/2022,1698,Health,North,10,557.72,0.16,Wallet,2,3.8,4684.85
11240,04/20/2023,1052,Clothing,West,3,579.2,0.23,COD,9,3.6,1337.95
11241,06/14/2022,1048,Home,West,9,403.45,0.23,Card,7,3.2,2795.91
11242,07/23/2022,1848,Toys,North,6,132.02,0.24,COD,7,4.3,602.01
11243,04/28/2023,1733,Beauty,East,6,325.13,0.06,Card,10,1.1,1833.73
11244,08/30/2022,1651,Electronics,East,3,226.79,0.09,COD,6,2.8,619.14
11245,03/15/2023,1881,Beauty,West,7,169.15,0.34,Wallet,9,3.4,781.47
11246,10/04/2022,1629,Toys,South,10,566.62,0.05,Card,7,4.3,5382.89
11247,03/12/2022,1490,Clothing,North,6,132.73,0.15,Wallet,2,1.6,676.92
11248,10/07/2022,1915,Electronics,North,1,363.32,0.02,Card,7,4.5,356.05
11249,04/06/2022,1131,Home,North,4,76.84,0.15,COD,3,4.7,261.26
11250,07/28/2022,1545,Electronics,North,6,167.72,0.06,Wallet,2,4.5,945.94
11251,09/18/2022,1001,Health,East,7,35.41,0.09,Wallet,4,1.2,225.56
11252,02/15/2022,1275,Beauty,East,8,94.6,0.18,COD,7,2.1,620.58
11253,06/20/2022,1980,Beauty,Central,7,465.6,0.04,COD,2,1.2,3128.83
11254,10/27/2022,1488,Beauty,East,6,14.33,0.26,COD,4,3.8,63.63
11255,04/07/2023,1109,Home,East,2,182.68,0.14,Card,6,2.4,314.21
11256,03/28/2023,1753,Electronics,South,1,138.94,0.2,Wallet,2,4.3,111.15
11257,05/11/2023,1130,Health,Central,1,31.11,0.11,Wallet,7,2.2,27.69
11258,12/15/2022,1128,Home,South,7,249.16,0.23,Wallet,1,2.5,1342.97
11259,03/21/2022,1556,Electronics,East,6,584.62,0.21,Wallet,7,4.5,2771.1
11260,11/14/2022,1321,Clothing,Central,10,599.16,0.24,Wallet,7,3.5,4553.62
11261,04/14/2023,1207,Electronics,East,7,219.95,0.33,Card,12,2.3,1031.57
11262,09/24/2022,1394,Health,East,2,247.88,0.15,Wallet,1,4.3,421.4
